Index,Tick,X1,Y1,X2,Y2,Score,Status
115,3021,220,168.90000000000001,228,171.09999999999999,0.6591247802369663,4
115,3021,228,170.35060482613312,236,169.81958999016618,0.5456742317079023,4
116,3048,76,4,84,5.0999999999999996,0.55725684741297887,4
116,3048,84,5.0999999999999996,92,5.9678694778210453,0.49708353966994556,4
116,3048,92,6.1999999999999993,100,7.2999999999999989,0.32506649432423768,4
116,3048,181.96330026672462,4,183.50506481946826,12,0.48329425507271928,4
116,3048,196,7.1215713319817517,202.52756947182388,4,0.39302401635856415,4
116,3048,225.2779511410283,12,226.44636157863147,4,0.69574370607015978,4
116,3048,4,17.362127833912016,12,17.292938836375033,0.6327888345485605,4
116,3048,20,18.899999999999999,28,18.899999999999999,0.66796875,4
116,3048,28,17.199999999999999,36,17.199999999999999,0.21484375,4
116,3048,44,18.600000000000001,52,18.163559964576002,0.53046119431527572,4
116,3048,52,17.5,60,17.5,0.6328125,4
116,3048,60,17.5,68,17.5,0.53125,4
116,3048,68,17.781851753638616,76,17.506906484594055,0.597303595463754,4
116,3048,76,17.923591440773652,84,19.619230590893999,0.55027526601264221,4
116,3048,84,18.899999999999999,92,18.899999999999999,0.84375,4
116,3048,92,18.907195711670958,100,20.886635467963615,0.33368729271984754,4
116,3048,156,20,164,19.700000000000003,0.6323680224409659,4
116,3048,224.16394191222491,20,225.42640672212809,12,0.79870961742378044,4
116,3048,84,20,92,20,0.4375,2
116,3048,100,20,108,20,0.30078125,4
116,3048,108,18.899999999999999,116,22.229666192958735,0.32817838367042412,4
116,3048,116,23.300000000000004,124,22.592050866376521,0.280155174207951,4
116,3048,139.20000000000005,20,141.09999999999999,28,0.48646827535978104,4
116,3048,151.93773106848516,28,153.86953216506336,20,0.42527666918945722,4
116,3048,164,20.076865152441897,172,22.364974345389705,0.44692303903070119,4
116,3048,179.04894988999425,20,180.35511327122452,28,0.43178278400815018,4
116,3048,180,24.596808636613503,181.59849886972938,28,1.1469694754648683,4
116,3048,222.44555417387943,28,223.66782673681732,20,0.83407130492828996,4
116,3048,118.35203563110232,28,123.18870950558342,36,0.23399614823886206,4
116,3048,132,34.321785228143447,140,36.154419567181684,0.27414867909376772,4
116,3048,179.69378945109335,36,181.95099241477763,28,0.31579562312579906,4
116,3048,188,33.616770855460643,196,36.201947339328449,0.26018973118841676,4
116,3048,222.06252834440843,36,222.98555875358434,28,0.48894378432574209,4
116,3048,35.960937963931087,44,37.786459561008222,36,0.33513534271796064,4
116,3048,140,42.935067029479939,148,43.846791765826303,0.32601466553709602,4
116,3048,196,35.334229230187077,204,36.840710513203824,0.33781263814928647,4
116,3048,204,38.382155568704988,212,39.642999549601228,0.55564140440545018,4
116,3048,212,40.142607763877713,220,40.823356828157529,0.52544482763141764,4
116,3048,220,40.400000000000006,228,41.799999999999997,0.38092975097037007,4
116,3048,228,41.185776101103471,236,43.126967703215826,0.54663754715400947,4
116,3048,34.403148517521267,44,34.808883408614911,52,0.70222245170565845,4
116,3048,174.88450991531943,52,179.34861254105004,44,0.40933349306243161,4
116,3048,195.04829971479231,52,196.30000000000004,44,0.38207038478010935,4
116,3048,216.63441670776646,44,218.10000000000005,52,0.40344206426161372,4
116,3048,32.876820584896599,60,33.897658847946055,52,0.8020899113250376,4
116,3048,113.7757189921832,60,115.42280943158548,52,0.37494810670030154,4
116,3048,144.9490414818487,52,156,56.699999999999996,0.27063260949061363,4
116,3048,156,54.801317361100551,164,54.585994634672659,0.56229636313044473,4
116,3048,164,54.315617754766464,172,56.105236759271634,0.37357914124517633,4
116,3048,172,56.526540680462503,180,57.481333758810443,0.43441697538643298,4
116,3048,215.66412536336077,52,216.5018237187156,60,0.73426673025180966,4
116,3048,33.915593682173316,60,34.088768519639579,68,0.77325635254488889,4
116,3048,114.30000000000004,68,114.30000000000004,60,0.34375,4
116,3048,142.85663376089576,60,144.93775363668024,68,0.23816694854141721,4
116,3048,164,67.403395508437612,172,65.835799827309557,0.30666801245376762,4
116,3048,220,66.917722681626216,228,67.284611040125924,0.31217188694748921,4
116,3048,124,70.199999999999989,132,72.353111997888917,0.23763747673112084,4
116,3048,157.62281500035044,68,157.67737641470009,76,0.21093259431211459,4
116,3048,212,69.271054508762205,220,72.66870544267573,0.4026873291276819,4
116,3048,220,71.838454263913903,228,74.518767314700895,0.26668039260349036,4
116,3048,20,81.559681723449486,28,83.209014574542437,0.61212626266980186,4
116,3048,28,83.012134049723116,36,81.701489199609227,0.52426088363460244,4
116,3048,36,81.550187560664085,44,81.573417433058935,0.59374749686337358,4
116,3048,44,80.539660908023905,52,81.448300137333874,0.46575541260616221,4
116,3048,87.936579225508169,84,88.700000000000017,76,0.29942101202921634,4
116,3048,92,78.248697994695988,100,78.023151572610416,0.63256115042519478,4
116,3048,100,78.199999999999989,108,78.199999999999989,0.5625,4
116,3048,164.91952890036282,76,172,78.761088339105058,0.69080932870309364,4
116,3048,172,78.025138279211802,180,81.701060625973838,0.48272892646022136,4
116,3048,204,76.813217372738933,212,79.74873512860762,0.46939671816578937,4
116,3048,229.48715820472546,76,230.80274215654325,84,0.23126874381564436,4
116,3048,4,82.972200942240633,12,85.404562885584696,0.50827581877495343,4
116,3048,88.700000000000017,84,92.30000000000004,92,0.22441818291418608,4
116,3048,116.81359383194967,92,118.78388440032576,84,0.21240297251793699,4
116,3048,126.11834735631612,84,132.23454299446297,92,0.21722623554790327,4
116,3048,180,87.775048759566715,188,85.966267789056815,0.21336436331501224,4
116,3048,188,87.420016924000223,196,88.366508006803244,0.45386577660565208,4
116,3048,196,90.302867203660242,204,93.145313723735299,0.20612570749892609,4
116,3048,228,91.582042881108194,236,86.029920393465389,0.24710235495567034,4
116,3048,60,92.830664344646877,68,93.401402374163183,0.66627532554867941,4
116,3048,68,92.803112249137882,76,94.493002840740687,0.45480754917639798,4
116,3048,76,93.143033232230181,84,93.198373604493923,0.80857440409829828,4
116,3048,84,93.099999999999994,92,93.099999999999994,0.75,4
116,3048,110.80000000000007,100,111.98056748081095,92,0.32460949649619247,4
116,3048,124,95.348085168904973,132,98.723464770912003,0.20154498507488133,4
116,3048,156,92.52184983931177,164,92.078156264203855,0.5967391699029343,4
116,3048,164,93.880855314214273,172,95.785351330643238,0.39900553687039847,4
116,3048,172,95.492420687632304,180,98.552296232022087,0.28093295290547016,4
116,3048,204,94.199999999999989,212,99.667626187837257,0.27089951176253546,4
116,3048,220,92.662682839784608,228,92.741924437889224,0.43747853936427405,4
116,3048,4,100.20855730054834,12,102.75926896279917,0.53591890215605542,4
116,3048,12,104.39999999999998,20,108,0.2564779233304984,4
116,3048,20,103.50001771583671,28,104.11002031317642,0.32717526166112026,4
116,3048,28,102.51602902687721,36,102.19999999999999,0.23419233837075434,4
116,3048,180,101.75699125605587,188,103.03800900989525,0.26999793706518871,4
116,3048,188,104.70000000000002,196,106.10000000000005,0.23086651573961803,4
116,3048,196,105.73592449964126,204,100.23166311802015,0.20595925070670584,2
116,3048,12,113.45101915659919,20,113.63786634144768,0.21869036055762522,4
116,3048,20,113.07119046227999,28,111.6741679213787,0.20779298240992558,4
116,3048,38.606463870953903,116,40.650786039473772,108,0.23843195042522208,4
116,3048,68,109.09999999999999,76,113.35538380930508,0.24140960993133395,4
116,3048,92,116.39656599905659,100,113.90361558785087,0.47735959276247725,4
116,3048,100,113.11851545244615,108,112.33342644201976,0.59479894806753475,4
116,3048,108,113.26968727921633,116,113.02407640883854,0.49976452309463781,4
116,3048,116,113.90795085843398,124,109.09999999999999,0.48212824496915363,4
116,3048,124,108.99797306049601,132,108,0.68221229290426155,4
116,3048,148,111.06285593033606,156,114.6114322089916,0.27494632924111229,4
116,3048,156,113.49999999999997,164,116.85253692543787,0.42151489124215519,4
116,3048,180,115.69999999999996,188,112.70000000000002,0.20116447174334987,4
116,3048,212.60000000000008,116,217.3000000000001,108,0.2121847743600033,4
116,3048,4,117.51824918280614,12,115.06410304936608,0.26141362661672501,4
116,3048,68,118.26048304882264,76,118.24807811148553,0.28124966187994738,4
116,3048,76,119.21640484416379,84,119.68372050637959,0.46795229506567587,4
116,3048,84,117.93773411799823,92,117.09999999999999,0.48951092684224978,4
116,3048,124,120.9292552078325,132,119.31861801407392,0.37911168388181199,4
116,3048,132,117.48922985825328,140,115.17544713325529,0.31520625915763378,4
116,3048,144.78260022620708,124,147.81056759309018,116,0.69047744028770397,4
116,3048,164,117.12561051802076,172,118.76312046636902,0.48984368117769628,4
116,3048,172,116.71477654593905,180,116.13609487800622,0.46752845199785564,4
116,3048,213.40000000000003,116,215.29999999999998,124,0.37245227332233233,4
116,3048,228,119.06732845440486,236,122.8601644656317,0.42355821594731513,4
116,3048,20,131.98653668985796,23.882106856043631,132,1.0303621445549289,4
116,3048,28.493940096768878,124,35.737570468618685,132,0.2432326842650927,4
116,3048,36,128.09239740262493,44,125.63956452494857,0.3585266142725041,4
116,3048,53.500000000000128,132,58.200000000000173,124,0.42436954872000587,4
116,3048,76,128.12331706856986,84,127.03946892765404,0.23225317644873589,4
116,3048,92,126.46302101505351,100,125.37270393960976,0.29028515086933904,4
116,3048,141.73957470788667,132,143.98397884315958,124,0.84623402589214303,4
116,3048,172,128.86540173603206,180,127.27769363515111,0.39847820617524271,4
116,3048,196,125.19680504606433,204,126.43849869048572,0.32424263137635534,4
116,3048,4,138.6445445062364,12,136.73548444151854,0.39515463674228324,4
116,3048,12,135.66424591528516,20,133.19364221652839,0.35830281393145297,4
116,3048,20,133.08653668985795,24.982106856043632,132,0.33093356379309447,2
116,3048,50.629498625519695,140,52.413663905513602,132,0.45751019579958818,4
116,3048,139.34637433490303,140,142.0250345603904,132,0.65192596503150768,4
116,3048,148,137.73709377816385,156,135.36322377220455,0.24716066794308175,2
116,3048,156,136.11581813829801,164,131.89764909512252,0.58049885464009632,4
116,3048,190.80000000000007,132,193.00000000000006,140,0.44820485056113707,4
116,3048,220,136.42187114294421,228,139.9155091144836,0.67657921140097588,4
116,3048,46.900000000000119,148,49.652802015131513,140,0.5651346276324325,4
116,3048,84.073841096531496,148,86.117226220129297,140,0.22708442700663234,4
116,3048,139.34105356878825,148,140.67456336808348,140,0.20806672400310033,4
116,3048,191.90000000000006,140,192.94116183472954,148,0.61977324777913367,4
116,3048,228,139.69999999999996,236,143.0487535279234,0.40356943598670098,4
116,3048,44.87740055299713,156,47.549658800952912,148,0.53352237835058469,4
116,3048,116,148.49910681827518,124,148.48819571757005,0.2109373038084279,4
116,3048,135.7714855082383,156,141.09999999999999,148,0.31210560173794866,4
116,3048,140,155.62499611925566,148,155.4249962421338,0.35535771819550743,4
116,3048,150.69999675373006,148,153.49999714275432,156,0.23227763886505931,4
116,3048,194.21079844134249,148,199.60000000000002,156,0.28509505844141986,4
116,3048,4,158.1907272442227,12,161.16392443854122,0.29292425469014216,4
116,3048,45.200000000000031,156,45.999999999999993,164,0.59469019571143911,4
116,3048,69.980775851805603,164,70.035034476191555,156,0.24608809004224713,4
116,3048,76,163.77719454153771,84,161.93350044011501,0.22838831250389868,4
116,3048,135.93604616950981,156,137.28079331519041,164,0.2966198853833284,4
116,3048,197.38117575376026,164,200.67689739546105,156,0.28171796751799427,4
116,3048,45.439782240750453,172,45.492326303966315,164,0.37499191175022406,4
116,3048,66.72877027754636,172,70.445496165257367,164,0.29757763932108749,4
116,3048,92,164,96.700000000000017,172,0.28291303248000438,4
116,3048,149.57009988608857,172,151.78449387486552,164,0.20329327474508893,4
116,3048,156,167.58603723600999,164,168.32478165804548,0.24505116291462406,4
116,3048,164,166.57403784529606,172,168.42750744249616,0.45665420513147015,4
116,3048,172,167.90155091077855,180,170.70141325593178,0.67840183329724946,4
116,3048,180,169.98831059011258,188,169.87215814753378,0.6288399728265095,4
116,3048,194.27288087303938,172,198.2871517382242,164,0.29327435967972948,4
116,3048,220,168.90000000000001,228,171.09999999999999,0.69302262607772458,4
116,3048,228,170.35060482613312,236,169.81958999016618,0.52618586628976294,4
117,3074,65.800000000000011,12,66.210349291338659,4,0.37450765138478204,4
117,3074,76,6.1999999999999993,84,6.1999999999999993,0.46875,4
117,3074,84,7.2999999999999989,92,8.1678694778210446,0.55921898212868881,4
117,3074,135.96872047984755,4,137.32712611462895,12,0.20796081161886684,4
117,3074,140,7.0054436052613553,145.47313669101123,4,0.44042065673337077,4
117,3074,181.96330026672462,4,183.50506481946826,12,0.42959489339797269,4
117,3074,196,7.1215713319817517,202.52756947182388,4,0.39302401635856415,4
117,3074,224.1779511410283,12,225.34636157863147,4,0.66095652076665179,4
117,3074,20,16.578157815865794,28,14.045525342829777,0.30165104335836362,4
117,3074,28,16.099999999999998,36,18.300000000000001,0.34274488572322231,4
117,3074,52,18.899999999999999,60,18.899999999999999,0.94921875,4
117,3074,60,20,68,17.799999999999997,0.36157702230142136,4
117,3074,68,18.899999999999999,76,16.699999999999996,0.31637989451374371,4
117,3074,76,19.766462562988021,84,19.322564429525169,0.6279403300192945,4
117,3074,117.06936100939789,12,117.09999999999999,20,0.30077904410457779,4
117,3074,223.06394191222492,20,224.3264067221281,12,0.86816262763454388,4
117,3074,44,20,52,20,0.34375,4
117,3074,52,20,60,20,0.40625,2
117,3074,76,20.975285944570398,84,20.017773539808836,0.25598546412489126,2
117,3074,84,21.100000000000001,92,21.100000000000001,0.59765625,4
117,3074,92,21.107195711670961,100,20.886635467963615,0.77314372000108911,4
117,3074,116,23.300000000000004,124,26.992050866376527,0.39723708278783232,4
117,3074,150.83773106848517,28,152.76953216506337,20,0.61513232507760773,4
117,3074,164,21.176865152441898,172,23.464974345389706,0.34176467690583034,4
117,3074,180,22.313393467641742,180.07553354768322,28,0.92314052354678999,4
117,3074,222.44555417387943,28,223.66782673681732,20,0.79931833388961127,4
117,3074,119.45203563110232,28,119.88870950558344,36,0.32763727543776655,4
117,3074,128.67072936958894,28,130.70912766218751,36,0.20440650145070902,4
117,3074,151.29999999999998,36,151.60000000000002,28,0.59333295932732588,4
117,3074,33.760937963931084,44,37.786459561008222,36,0.27915136977953908,4
117,3074,149.33394200698365,44,152.19251426629125,36,0.41198876506765841,4
117,3074,161.27416087251626,36,163.32204232534878,44,0.39355991352492709,4
117,3074,177.3000000000001,44,177.93657765493484,36,0.21806073781153279,4
117,3074,188,34.716770855460645,196,37.30194733932845,0.32709566206543822,4
117,3074,196,37.53422923018708,204,39.040710513203827,0.58733333678228217,4
117,3074,204,38.382155568704988,212,39.642999549601228,0.52477243749403624,4
117,3074,212,40.142607763877713,220,43.023356828157532,0.47042966643526413,4
117,3074,220,42.600000000000009,228,44,0.41555972833131283,4
117,3074,32.608883408614908,52,34.403148517521267,44,0.50693746401266893,4
117,3074,113.94993671522781,44,114.49955141282,52,0.40529464229095363,4
117,3074,175.98450991531942,52,178.24861254105005,44,0.39089682473814957,4
117,3074,193.00000000000006,44,193.94829971479231,52,0.76806026566939334,4
117,3074,228,44.485776101103475,236,44.226967703215827,0.35528288078997772,4
117,3074,31.697658847946052,52,32.876820584896599,60,0.73038989229736295,4
117,3074,113.22280943158549,52,113.7757189921832,60,0.43645882480937959,4
117,3074,132,53.100000000000001,140,53.327891730751823,0.24599396080237246,4
117,3074,148,56.400000000000006,156,56.699999999999996,0.32789453015457493,4
117,3074,156,54.801317361100551,164,56.785994634672662,0.51182841696582693,4
117,3074,172,56.526540680462503,180,57.481333758810443,0.41890208340834612,4
117,3074,180,59.76595239545334,188,59.627105358637749,0.27339632598349028,4
117,3074,194.90826830987538,52,195.62556253204482,60,0.42018938053117105,4
117,3074,215.66412536336077,52,216.5018237187156,60,0.62937148307297974,4
117,3074,30.615593682173312,60,30.788768519639575,68,0.94899643266872735,4
117,3074,111.00000000000006,68,113.20000000000005,60,0.51223411492701376,4
117,3074,216.34341234590624,60,216.72510133633378,68,0.40578840405175359,4
117,3074,31.600548186311777,68,32.684132051892661,76,0.49547562037996296,4
117,3074,124,73.499999999999972,132,71.253111997888922,0.23692638551072884,4
117,3074,132,69.211907680085659,140,74.180162004544727,0.2090590794873384,4
117,3074,148,71.600000000000023,156,71.402397937054502,0.37488565805407498,4
117,3074,164,70.703395508437595,172,69.13579982730954,0.27600121120839083,4
117,3074,196.11370054162711,68,199.39422242698848,76,0.25299277452192209,2
117,3074,216.58368590917851,68,220,76,0.326908413374906,4
117,3074,228,70.149400186081834,236,70.748227342291813,0.21034902713102058,4
117,3074,20,82.659681723449481,28,84.309014574542431,0.32136628790164601,4
117,3074,28,83.012134049723116,36,83.901489199609216,0.45423301918864034,4
117,3074,36,81.550187560664085,44,81.573417433058935,0.73827813754722116,4
117,3074,44,82.739660908023893,52,83.648300137333862,0.55890649512739465,4
117,3074,52,81.800000000000011,60,81.499999999999972,0.51916633941141022,4
117,3074,71.413270456427526,84,73.188064683716462,76,0.2974554680564554,4
117,3074,76,79.765291100613069,84,80.082253074568911,0.30054544979485154,4
117,3074,92,79.348697994695982,100,79.123151572610411,0.63256115042519478,4
117,3074,100,79.299999999999983,108,79.299999999999983,0.59765625,4
117,3074,113.80000000000001,84,114.59999999999997,76,0.34204403413468393,4
117,3074,132,81.800000000000011,140,83.69999999999996,0.20522880366740762,4
117,3074,156,76,164,77.77247298154937,0.39663160944050779,4
